symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_score,entry_trigger,stop_loss,score
GRAPHITE,717.2,699.74,672.92,606.29,True,5.63,True,0.52,True,0.85,False,False,False,False,14.69,727.93,703.35,4
TORNTPOWER,1734.0,1646.22,1544.57,1408.83,True,4.94,True,0.56,True,0.86,False,False,False,False,14.32,1758.76,1711.79,4
TORNTPHARM,4358.3,4205.6,4174.61,3869.06,True,2.78,True,0.49,True,0.96,False,False,False,False,12.1,4441.24,4269.73,4
HONASA,345.15,336.79,319.29,291.13,True,4.06,True,0.23,True,0.71,False,False,False,False,10.02,349.35,337.01,4
NMDC,89.18,87.72,84.29,77.01,True,3.87,True,0.55,True,0.84,False,False,False,False,9.86,90.94,88.41,4
NTPC,394.85,394.8,383.27,354.34,True,4.72,True,0.5,True,0.75,False,False,False,False,9.27,403.4,391.26,4
NYKAA,272.35,263.19,258.51,243.92,True,4.64,True,0.44,True,0.84,False,False,False,False,8.67,274.52,269.73,4
POWERGRID,315.95,314.03,304.13,285.52,True,2.77,True,0.4,True,0.9,False,False,False,False,8.29,321.82,314.29,4
MUTHOOTFIN,3533.6,3467.03,3458.24,3276.95,True,14.12,True,0.37,True,0.83,False,False,False,False,6.91,3571.87,3452.84,4
INDUSINDBK,946.75,881.58,869.09,839.32,True,2.28,True,0.54,True,0.85,False,False,False,False,6.89,950.7,917.03,4
BEL,438.2,438.06,435.7,408.96,True,7.45,True,0.58,True,0.75,False,False,False,False,6.19,440.09,434.71,4
ENGINERSIN,262.35,241.62,222.23,202.26,True,1.0,True,0.32,True,0.71,False,False,False,False,6.07,265.26,258.74,4
NESTLEIND,1486.1,1385.25,1319.71,1250.59,True,0.26,True,1.05,False,0.68,True,False,False,False,6.04,1491.49,1466.73,4
THERMAX,4076.9,3938.54,3619.01,3300.84,True,5.3,True,0.66,False,0.65,True,False,False,False,4.63,4154.15,4055.34,4
MOTHERSON,127.41,122.17,120.46,112.27,True,6.13,True,0.56,True,0.78,False,False,False,False,2.79,128.13,121.39,4
ACMESOLAR,296.45,292.83,272.8,251.83,True,8.51,True,0.38,True,0.82,False,False,False,False,1.26,300.45,289.86,4
ELGIEQUIP,548.5,537.74,517.22,498.61,True,9.85,True,0.48,True,1.0,False,False,False,False,0.65,550.55,539.46,4
GMDCLTD,699.8,685.02,635.84,541.49,True,9.34,True,0.5,True,0.77,False,False,False,False,-0.33,721.52,682.22,4
APOLLOHOSP,7760.5,7664.77,7565.82,7351.9,True,4.06,True,0.66,False,0.68,True,False,False,False,-0.35,7822.81,7734.76,4
JSWSTEEL,1273.3,1246.31,1220.49,1157.74,True,2.56,True,0.56,True,0.72,False,False,False,False,-0.8,1279.88,1251.75,4
ACUTAAS,2685.8,2472.27,2313.94,1857.07,True,2.16,True,2.18,False,1.21,False,False,False,False,55.38,2747.74,2661.34,3
HINDCOPPER,550.5,539.52,532.39,438.83,True,27.45,False,0.27,True,0.8,False,False,False,False,53.03,554.05,540.16,3
GESHIP,1575.1,1479.87,1409.33,1198.0,True,1.56,True,0.89,False,0.87,False,False,False,False,49.23,1592.89,1517.18,3
FEDERALBNK,293.0,287.93,282.59,253.18,True,2.98,True,0.83,False,0.78,False,False,False,False,40.72,296.75,288.56,3
BHARATFORG,1873.8,1847.8,1779.67,1521.53,True,3.9,True,0.7,False,0.96,False,False,False,False,37.77,1906.9,1829.37,3
CCL,1178.3,1120.99,1080.05,958.0,True,1.64,True,0.65,False,0.78,False,False,True,False,32.5,1193.19,1162.24,3
POWERINDIA,33380.0,30780.01,27498.09,21934.06,True,2.92,True,0.94,False,1.05,False,False,False,False,31.58,34419.38,32892.07,3
ATHERENERG,897.55,883.79,814.75,654.06,True,8.63,True,1.17,False,0.94,False,False,False,False,31.29,955.4,889.16,3
VTL,609.9,584.77,551.13,482.37,True,5.73,True,0.68,False,1.01,False,False,False,False,30.97,647.65,605.64,3
CHENNPETRO,1072.5,1054.18,1001.59,870.86,True,7.52,True,0.61,False,0.7,False,False,False,False,30.46,1098.8,1057.04,3
NAVINFLUOR,7043.0,6540.92,6347.26,5735.1,True,2.18,True,4.0,False,1.21,False,False,False,False,28.95,7095.09,6971.02,3
KARURVYSYA,305.2,292.58,290.38,260.39,True,11.14,True,0.75,False,0.78,False,False,False,False,27.76,309.36,297.85,3
LAURUSLABS,1177.6,1112.28,1074.61,964.36,True,1.92,True,1.9,False,1.06,False,False,False,False,25.81,1201.8,1163.04,3
SONACOMS,582.6,573.23,546.03,503.38,True,5.11,True,1.78,False,0.94,False,False,False,False,24.12,589.24,573.78,3
DATAPATTNS,4171.5,3838.11,3484.08,2922.11,True,3.06,True,0.74,False,0.84,False,False,False,False,23.04,4307.3,4116.98,3
COALINDIA,470.2,461.31,448.86,411.19,True,4.28,True,0.64,False,0.76,False,False,False,False,22.64,477.98,467.58,3
AUROPHARMA,1484.0,1389.49,1327.39,1217.08,True,0.38,True,0.85,False,1.27,False,False,False,False,22.36,1491.19,1424.67,3
BELRISE,222.12,211.05,199.96,168.25,True,1.85,True,0.69,False,0.83,False,False,False,False,21.72,223.72,214.33,3
APARINDS,12384.0,11758.22,10849.31,9177.37,True,4.0,True,0.78,False,0.78,False,False,False,False,21.37,12912.9,12327.66,3
MAHABANK,83.63,76.5,71.8,62.47,True,0.62,True,0.76,False,0.73,False,False,False,False,20.76,84.23,82.06,3
SAIL,186.04,177.33,167.0,146.49,True,2.34,True,0.65,False,0.77,False,False,False,False,19.3,190.69,184.53,3
LUPIN,2442.9,2329.23,2296.32,2153.33,True,0.65,True,1.32,False,1.0,False,False,False,False,19.29,2461.46,2348.05,3
GRANULES,736.0,678.16,639.51,576.31,True,2.53,True,2.97,False,1.34,False,False,False,False,18.94,755.86,709.29,3
SBIN,1096.0,1078.94,1078.36,988.31,True,11.23,True,0.61,False,0.91,False,False,False,False,18.37,1102.2,1060.14,3
LLOYDSME,1764.4,1654.47,1486.69,1339.25,True,4.42,True,1.33,False,1.21,False,False,False,False,17.28,1847.85,1731.37,3
EMCURE,1659.5,1641.88,1580.92,1431.19,True,9.32,True,2.46,False,1.57,False,False,False,False,16.73,1710.11,1625.77,3
LINDEINDIA,7574.5,7272.0,7029.15,6548.38,True,3.58,True,1.14,False,1.13,False,False,False,False,15.51,7684.68,7451.54,3
JBCHEPHARM,2141.5,2044.25,2015.89,1860.09,True,2.44,True,0.66,False,0.96,False,False,False,False,14.93,2173.17,2097.9,3
RBLBANK,335.85,323.68,315.97,289.75,True,2.84,True,0.73,False,0.86,False,False,False,False,14.75,342.49,331.07,3
AJANTPHARM,3096.3,2852.86,2846.89,2728.84,True,4.08,True,2.02,False,1.12,False,False,False,False,14.37,3118.12,2921.98,3
ADANIPOWER,229.12,206.77,182.09,150.56,True,2.25,True,1.1,False,0.86,False,False,False,False,12.87,232.62,224.02,3
SCHNEIDER,1282.5,1147.0,1014.05,849.37,True,6.39,True,0.68,False,1.04,False,False,False,False,12.87,1371.37,1281.22,3
GPIL,304.6,295.2,281.93,251.67,True,2.61,True,0.67,False,0.81,False,False,False,False,12.46,310.06,300.7,3
ANANDRATHI,3618.4,3528.95,3350.63,2945.61,True,3.12,True,1.14,False,0.85,False,False,False,False,12.13,3648.64,3533.66,3
J&KBANK,136.89,128.8,122.17,110.12,True,1.26,True,0.75,False,0.98,False,False,False,False,10.25,138.78,129.47,3
SAILIFE,1079.2,1033.6,995.97,907.4,True,1.89,True,1.02,False,0.78,False,False,False,False,9.75,1101.1,1072.73,3
HINDZINC,634.6,587.62,574.24,532.51,True,11.84,True,0.81,False,0.85,False,False,False,False,9.04,639.14,615.88,3
MARICO,814.8,776.6,766.62,737.28,True,3.36,True,1.59,False,1.39,False,False,False,False,8.97,843.99,810.94,3
IPCALAB,1564.4,1519.4,1504.87,1445.98,True,3.67,True,0.91,False,1.12,False,False,False,False,8.54,1582.58,1540.46,3
GLENMARK,2377.6,2311.99,2213.21,2004.3,True,3.9,True,1.06,False,0.89,False,False,False,False,7.93,2442.44,2352.55,3
AARTIIND,497.85,473.12,447.1,414.72,True,4.83,True,2.23,False,1.09,False,False,True,False,7.82,506.71,481.52,3
IDEA,11.3,9.99,9.9,9.47,True,11.72,True,0.95,False,1.39,False,False,False,False,7.75,11.43,10.9,3
CANFINHOME,903.3,874.94,868.02,837.38,True,7.02,True,0.78,False,0.83,False,False,False,False,7.5,910.91,876.22,3
ASTERDM,731.05,699.83,671.58,622.57,True,5.06,True,3.74,False,1.36,False,False,False,False,7.43,748.85,719.93,3
SUNPHARMA,1850.2,1748.67,1735.53,1710.44,True,0.41,True,1.34,False,0.85,False,False,False,False,7.25,1859.66,1816.58,3
SCI,312.65,290.53,267.4,232.06,True,4.91,True,1.05,False,0.83,False,False,False,False,7.16,323.62,306.19,3
JINDALSTEL,1264.3,1238.04,1203.39,1096.76,True,3.21,True,1.29,False,0.83,False,False,False,False,6.6,1284.88,1248.75,3
ABCAPITAL,369.3,343.58,337.19,312.77,True,0.86,True,1.14,False,0.98,False,False,False,False,6.48,372.87,364.14,3
SYRMA,1059.35,957.6,886.02,772.06,True,1.54,True,0.96,False,1.03,False,False,False,False,5.36,1077.03,1029.52,3
GMRAIRPORT,99.23,96.23,95.55,93.71,True,10.09,True,0.81,False,1.01,False,False,False,False,4.59,99.85,95.85,3
GICRE,399.95,394.87,386.86,380.8,True,8.02,True,0.91,False,1.04,False,False,False,False,4.56,403.4,395.7,3
BHEL,385.95,334.44,302.01,267.2,True,3.27,True,2.23,False,1.33,False,False,False,False,3.02,387.89,368.03,3
DIVISLAB,6702.0,6378.3,6270.58,6244.02,True,4.79,True,0.98,False,0.98,False,False,False,False,2.79,6772.27,6608.88,3
HSCL,635.15,554.39,509.31,473.13,True,2.95,True,2.62,False,1.28,False,False,False,False,2.49,655.1,599.65,3
LTF,300.3,283.32,279.78,261.24,True,8.85,True,0.61,False,0.81,False,False,False,False,2.48,303.3,294.16,3
LT,4008.5,3992.9,3941.94,3833.92,True,9.72,True,0.96,False,0.91,False,False,False,False,1.88,4025.02,3896.1,3
PFC,463.9,451.56,430.27,397.65,True,4.65,True,0.68,False,0.83,False,False,False,False,1.74,465.31,454.15,3
DMART,4432.2,4431.68,4245.39,4093.53,True,10.45,True,0.85,False,0.89,False,False,False,False,1.7,4448.94,4337.76,3
KEI,5148.6,4807.46,4620.16,4231.85,True,2.91,True,1.79,False,1.17,False,False,False,False,1.62,5230.22,5043.05,3
ATUL,7108.0,6712.05,6521.77,6315.09,True,8.43,True,0.66,False,0.82,False,False,False,False,1.49,7157.15,6913.58,3
NTPCGREEN,108.19,108.25,102.32,98.21,False,9.8,True,0.37,True,0.66,True,False,False,False,0.86,110.38,106.49,3
WELCORP,1284.7,1146.7,1006.65,884.75,True,0.49,True,0.94,False,0.78,False,False,False,False,0.61,1292.29,1230.77,3
BAJAJ-AUTO,10319.0,9724.91,9554.98,9102.33,True,1.51,True,1.66,False,1.51,False,False,False,False,0.47,10400.39,10130.86,3
CRAFTSMAN,7774.5,7557.25,7441.41,6953.01,True,5.42,True,0.67,False,0.89,False,False,False,False,0.14,7851.34,7683.31,3
HFCL,141.46,105.67,89.66,77.78,True,1.04,True,5.26,False,1.53,False,False,False,False,0.0,143.09,127.87,3
DRREDDY,1311.0,1285.23,1272.02,1251.89,True,4.72,True,0.69,False,0.81,False,False,False,False,-0.48,1329.93,1275.82,3
PHOENIXLTD,1839.1,1754.53,1713.55,1677.94,True,7.72,True,0.86,False,1.0,False,False,False,False,-0.99,1846.84,1780.92,3
FINCABLES,1045.45,964.37,902.83,841.18,True,4.86,True,1.13,False,1.22,False,False,True,False,-1.01,1074.17,1024.07,3
ADANIPORTS,1748.3,1607.24,1529.91,1445.28,True,0.8,True,1.41,False,1.06,False,False,False,False,-1.17,1764.16,1716.88,3
CESC,185.01,179.03,168.72,161.72,True,9.53,True,3.6,False,1.23,False,False,False,False,-1.71,189.29,181.82,3
